programCode,AcademicYear,UserUID,examID,CourseCode,CourseName,Semester,CourseOutcomeID,CourseOutcome,Threshold,Target,scoreAwarded,TotalPoints,DifficultyLevel,TaxonomyID,percentage,attainment,Exam_type,Mapping
CSE,2018-2019,3,2c9fadbd782db63a0178315c17ea2159,15CSE313,Software Engineering,6,8a838345695bde6601699aaffdb81ffa,Apply the appropriate design methodology for a real world application,50,60,3.2,10,1,2,0.32,0,1,"2,1,3,0,2,0,0,0,1,0,0,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c17ea2159,15CSE313,Software Engineering,6,8a838345695bde6601699ab087462004,Evaluate a system developed for real-world applications in Agile Mode,50,60,3.2,10,1,2,0.32,0,1,"2,2,3,0,3,0,0,0,3,1,2,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c1c7d2180,15CSE313,Software Engineering,6,8a838345695bde6601699aaf65fe1fec,Understand the principles of software engineering,50,60,5.2,10,1,2,0.52,1,2,"1,0,0,0,0,0,0,0,0,0,1,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c1c7d2180,15CSE313,Software Engineering,6,8a838345695bde6601699aafb9b61ff3,Understand various software process models,50,60,5.2,10,1,2,0.52,1,2,"1,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c1c7d2180,15CSE313,Software Engineering,6,8a838345695bde6601699aaffdb81ffa,Apply the appropriate design methodology for a real world application,50,60,5.2,10,1,2,0.52,1,2,"2,1,3,0,2,0,0,0,1,0,0,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c1c7d2180,15CSE313,Software Engineering,6,8a838345695bde6601699ab087462004,Evaluate a system developed for real-world applications in Agile Mode,50,60,5.2,10,1,2,0.52,1,2,"2,2,3,0,3,0,0,0,3,1,2,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c212c2198,15CSE313,Software Engineering,6,8a838345695bde6601699aaf65fe1fec,Understand the principles of software engineering,50,60,1.8,2,1,2,0.9,1,3,"1,0,0,0,0,0,0,0,0,0,1,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c212c2198,15CSE313,Software Engineering,6,8a838345695bde6601699aafb9b61ff3,Understand various software process models,50,60,1.8,2,1,2,0.9,1,3,"1,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c212c2198,15CSE313,Software Engineering,6,8a838345695bde6601699aaffdb81ffa,Apply the appropriate design methodology for a real world application,50,60,1.8,2,1,2,0.9,1,3,"2,1,3,0,2,0,0,0,1,0,0,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c212c2198,15CSE313,Software Engineering,6,8a838345695bde6601699ab087462004,Evaluate a system developed for real-world applications in Agile Mode,50,60,1.8,2,1,2,0.9,1,3,"2,2,3,0,3,0,0,0,3,1,2,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c270321c4,15CSE313,Software Engineering,6,8a838345695bde6601699aaf65fe1fec,Understand the principles of software engineering,50,60,4.5,10,1,2,0.45,0,4,"1,0,0,0,0,0,0,0,0,0,1,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c270321c4,15CSE313,Software Engineering,6,8a838345695bde6601699aafb9b61ff3,Understand various software process models,50,60,3.9,10,1,2,0.39,0,4,"1,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c270321c4,15CSE313,Software Engineering,6,8a838345695bde6601699aaffdb81ffa,Apply the appropriate design methodology for a real world application,50,60,4.6,10,1,2,0.46,0,4,"2,1,3,0,2,0,0,0,1,0,0,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c270321c4,15CSE313,Software Engineering,6,8a838345695bde6601699ab087462004,Evaluate a system developed for real-world applications in Agile Mode,50,60,3.8,10,1,2,0.38,0,4,"2,2,3,0,3,0,0,0,3,1,2,0,0,0"
CSE,2018-2019,3,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698fae7dce0270,Understand and be able to apply the methods of regression and classification,45,60,0,10,2,5,0,0,2,"3,1,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,3,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698faedcf30274,"Learn about the Bayes classification framework, the minimum error rate classifier",45,60,0,8,1,3,0,0,2,"3,2,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,3,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698faf20eb0278,"Apply the parameter estimation techniques (MLE, Bayesian Parameter Estimation & Non Parametric Density Estimation) and use it to design real world pattern recognition applications.",45,60,0,8,1,6,0,0,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,3,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698faf20eb0278,"Apply the parameter estimation techniques (MLE, Bayesian Parameter Estimation & Non Parametric Density Estimation) and use it to design real world pattern recognition applications.",45,60,0,8,3,6,0,0,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,3,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698fafbce80280,"Have strong mathematical understanding on the traditional classifiers like Bayes, SVM, and Neural networks",45,60,0,8,1,4,0,0,2,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,3,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698fafeeca0284,"Be able to model, design and develop pattern recognition application for real world applications.",45,60,0,8,1,2,0,0,2,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b468aeb0011,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,45,60,3.9,15,1,2,0.26,0,1,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b468aeb0011,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,5.2,20,1,2,0.26,0,1,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b468aeb0011,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,45,60,3.9,15,1,2,0.26,0,1,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b469a6200e6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,6.8,10,1,2,0.68,1,2,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b469a6200e6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,45,60,10.2,15,1,2,0.68,1,2,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b469a6200e6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b9a3c0085,Analyze the performance of various classiers and clusters techniques,50,60,10.2,15,1,2,0.68,1,2,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b469a6200e6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8bf76f0089,Apply and evaluate the interesting patterns discovered from association mining,50,60,6.8,10,1,2,0.68,1,2,"3,2,1,2,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b46a9be01ac,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,45,60,3.21,4,1,2,0.8025,1,3,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b46a9be01ac,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,3.21,4,1,2,0.8025,1,3,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b46a9be01ac,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,45,60,3.21,4,1,2,0.8025,1,3,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b46a9be01ac,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b9a3c0085,Analyze the performance of various classiers and clusters techniques,50,60,3.21,4,1,2,0.8025,1,3,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b46a9be01ac,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8bf76f0089,Apply and evaluate the interesting patterns discovered from association mining,50,60,3.21,4,1,2,0.8025,1,3,"3,2,1,2,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b46ba630286,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,45,60,15.9,20,1,2,0.795,1,4,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b46ba630286,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,12.1,20,1,2,0.605,1,4,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b46ba630286,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,45,60,20,20,1,2,1,1,4,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b46ba630286,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b9a3c0085,Analyze the performance of various classiers and clusters techniques,50,60,8,20,1,2,0.4,0,4,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,2c9fadbd788ad6fd01788b46ba630286,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8bf76f0089,Apply and evaluate the interesting patterns discovered from association mining,50,60,14,20,1,2,0.7,1,4,"3,2,1,2,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5dae20603cb,15CSE402,Structure and Interpretation of Computer Programs,7,8a838345673ec61901673ee4fd6d02fb,Understand the very basics of Lazy Functional Language,60,70,12.25,25,1,3,0.49,0,3,"3,2,2,0,2,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5dae20603cb,15CSE402,Structure and Interpretation of Computer Programs,7,8a838345673ec61901673ee84559037f,"Understand type checking, type-inference as implemented in Haskell",60,70,12.25,25,1,3,0.49,0,3,"3,2,2,0,2,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5e3d90406f5,15CSE402,Structure and Interpretation of Computer Programs,7,8a838345673ec61901673ee4fd6d02fb,Understand the very basics of Lazy Functional Language,60,70,0,25,1,1,0,0,3,"3,2,2,0,2,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5e3d90406f5,15CSE402,Structure and Interpretation of Computer Programs,7,8a838345673ec61901673ee84559037f,"Understand type checking, type-inference as implemented in Haskell",60,70,0,25,1,1,0,0,3,"3,2,2,0,2,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5ea9beb0917,15CSE402,Structure and Interpretation of Computer Programs,7,8a838345673ec61901673ee84559037f,"Understand type checking, type-inference as implemented in Haskell",60,70,35,50,1,1,0.7,1,3,"3,2,2,0,2,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5fb77bc0ec8,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,45,60,0.6,2,1,3,0.3,0,3,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5fb77bc0ec8,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,45,60,5,20,1,2,0.25,0,3,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5fb77bc0ec8,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,0.6,2,1,3,0.3,0,3,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5fb77bc0ec8,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,5,20,1,2,0.25,0,3,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5fb77bc0ec8,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,45,60,0.9,3,1,3,0.3,0,3,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5fb77bc0ec8,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,45,60,0.4,3.4,1,1,0.117647059,0,3,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5fb77bc0ec8,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b9a3c0085,Analyze the performance of various classiers and clusters techniques,50,60,0.9,3,1,3,0.3,0,3,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5fb77bc0ec8,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b9a3c0085,Analyze the performance of various classiers and clusters techniques,50,60,0.4,3.4,1,1,0.117647059,0,3,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167a5fb77bc0ec8,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8bf76f0089,Apply and evaluate the interesting patterns discovered from association mining,50,60,0.4,3.4,1,1,0.117647059,0,3,"3,2,1,2,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167acc0bc4c670a,15CSE351,Information Security,7,8a838345673ec61901673fdc4a530817,"Gain familiarity with prevalent attacks, defences against them, and forensics to investigate the aftermath",45,60,8,10,1,5,0.8,1,3,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167acc0bc4c670a,15CSE351,Information Security,7,8a838345673ec61901673fdc4a530817,"Gain familiarity with prevalent attacks, defences against them, and forensics to investigate the aftermath",45,60,11,20,1,4,0.55,1,3,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167acc0bc4c670a,15CSE351,Information Security,7,8a838345673ec61901673fdc4a530817,"Gain familiarity with prevalent attacks, defences against them, and forensics to investigate the aftermath",45,60,9,10,2,4,0.9,1,3,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167acc0bc4c670a,15CSE351,Information Security,7,8a838345673ec61901673fdc4a530817,"Gain familiarity with prevalent attacks, defences against them, and forensics to investigate the aftermath",45,60,3,5,2,6,0.6,1,3,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567a289350167acc0bc4c670a,15CSE351,Information Security,7,8a838345673ec61901673fdc4a530817,"Gain familiarity with prevalent attacks, defences against them, and forensics to investigate the aftermath",45,60,4,5,3,1,0.8,1,3,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b09af38b70f6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,45,60,1.1,1.8,1,6,0.611111111,1,2,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b09af38b70f6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,45,60,5.3,7.8,1,4,0.679487179,1,2,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b09af38b70f6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,45,60,0.4,0.4,3,2,1,1,2,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b09af38b70f6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,1.1,1.8,1,6,0.611111111,1,2,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b09af38b70f6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,5.3,7.8,1,4,0.679487179,1,2,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b09af38b70f6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,0.4,0.4,3,2,1,1,2,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b09af38b70f6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,45,60,3.3,5.4,1,6,0.611111111,1,2,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b09af38b70f6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,45,60,7.8,14.4,1,6,0.541666667,1,2,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b09af38b70f6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8bf76f0089,Apply and evaluate the interesting patterns discovered from association mining,50,60,8.1,9,1,4,0.9,1,2,"3,2,1,2,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b09af38b70f6,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8bf76f0089,Apply and evaluate the interesting patterns discovered from association mining,50,60,1.2,1.2,3,2,1,1,2,"3,2,1,2,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b1574cd019d3,15CSE376,Net Centric Programming,7,8a838345673ec61901673ed5dadc0117,"Design, develop and deploy client/server applications",45,60,24,40,1,1,0.6,1,3,"0,2,3,0,1,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b1574cd019d3,15CSE376,Net Centric Programming,7,8a838345673ec61901673ed5dadc0117,"Design, develop and deploy client/server applications",45,60,2,6,2,3,0.333333333,0,3,"0,2,3,0,1,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a83834567ad07970167b1574cd019d3,15CSE376,Net Centric Programming,7,8a838345673ec61901673ed5dadc0117,"Design, develop and deploy client/server applications",45,60,1,4,3,2,0.25,0,3,"0,2,3,0,1,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a2dfb6a71ae0,15CSE351,Information Security,7,8a838345673ec61901673fda7d1d07f3,"Provide ?an ?understanding ?of ?principal ?concepts, ?major ?issues, ?technologies, ?and basic ?approaches ?in ?information ?security.",45,60,0,1,1,6,0,0,4,"3,2,0,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a2dfb6a71ae0,15CSE351,Information Security,7,8a838345673ec61901673fdac8a907fd,Apply authentication services and mechanisms.,45,60,0,1,1,6,0,0,4,"3,3,0,0,2,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a2dfb6a71ae0,15CSE351,Information Security,7,8a838345673ec61901673fdb1b680801,Understanding of X.509 Certificates.,45,60,0,1,1,6,0,0,4,"3,3,3,2,2,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a2dfb6a71ae0,15CSE351,Information Security,7,8a838345673ec61901673fdbcc7e0809,"Develop an understanding of security policies (such as authentication, integrity and confidentiality), as well as protocols to implement such policies in the form of message exchanges",45,60,3,4.75,1,6,0.631578947,1,4,"3,2,1,3,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a2dfb6a71ae0,15CSE351,Information Security,7,8a838345673ec61901673fdbcc7e0809,"Develop an understanding of security policies (such as authentication, integrity and confidentiality), as well as protocols to implement such policies in the form of message exchanges",45,60,29,49,1,4,0.591836735,1,4,"3,2,1,3,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a2dfb6a71ae0,15CSE351,Information Security,7,8a838345673ec61901673fdbcc7e0809,"Develop an understanding of security policies (such as authentication, integrity and confidentiality), as well as protocols to implement such policies in the form of message exchanges",45,60,4,4,3,6,1,1,4,"3,2,1,3,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a2dfb6a71ae0,15CSE351,Information Security,7,8a838345673ec61901673fdc0fa50813,Comprehend and apply web security services and mechanisms for E-commerce applications.,45,60,4,4,3,1,1,1,4,"3,2,0,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a2dfb6a71ae0,15CSE351,Information Security,7,8a838345673ec61901673fdc4a530817,"Gain familiarity with prevalent attacks, defences against them, and forensics to investigate the aftermath",45,60,11,12,1,1,0.916666667,1,4,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a2dfb6a71ae0,15CSE351,Information Security,7,8a838345673ec61901673fdc4a530817,"Gain familiarity with prevalent attacks, defences against them, and forensics to investigate the aftermath",45,60,8,8,2,1,1,1,4,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a2dfb6a71ae0,15CSE351,Information Security,7,8a838345673ec61901673fdc4a530817,"Gain familiarity with prevalent attacks, defences against them, and forensics to investigate the aftermath",45,60,4,4,2,4,1,1,4,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a3582816253d,15CSE376,Net Centric Programming,7,8a838345673ec61901673ed4d06d010b,Apply markup and scripting languages to design and validate dynamic webpages,45,60,5.67,9.33,1,1,0.607717042,1,4,"1,2,0,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a3582816253d,15CSE376,Net Centric Programming,7,8a838345673ec61901673ed55503010f,Evaluate the appropriateness of client/server side scripting for a given world web application,45,60,3,6,1,1,0.5,1,4,"0,1,2,3,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a3582816253d,15CSE376,Net Centric Programming,7,8a838345673ec61901673ed5dadc0117,"Design, develop and deploy client/server applications",45,60,18,40,1,1,0.45,1,4,"0,2,3,0,1,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a37bd45b2d4f,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,45,60,3.4,4.8,1,6,0.708333333,1,4,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a37bd45b2d4f,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,45,60,40,54,1,2,0.740740741,1,4,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a37bd45b2d4f,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,45,60,2.1,3.4,2,3,0.617647059,1,4,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a37bd45b2d4f,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,3.4,4.8,1,6,0.708333333,1,4,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a37bd45b2d4f,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,7.3,9.8,1,3,0.744897959,1,4,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a37bd45b2d4f,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,45,60,2.1,3.4,2,3,0.617647059,1,4,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a37bd45b2d4f,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,45,60,5.1,7.2,1,6,0.708333333,1,4,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a37bd45b2d4f,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,45,60,19.5,26.4,1,3,0.738636364,1,4,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a37bd45b2d4f,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,45,60,6.3,10.2,2,3,0.617647059,1,4,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a37bd45b2d4f,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8b9a3c0085,Analyze the performance of various classiers and clusters techniques,50,60,19,22,1,1,0.863636364,1,4,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
CSE,2018-2019,4,8a838345689da61e0168a37bd45b2d4f,15CSE401,Machine Learning and Data Mining,7,8a8383456721a4a101672a8bf76f0089,Apply and evaluate the interesting patterns discovered from association mining,50,60,2.4,3,1,1,0.8,1,4,"3,2,1,2,3,0,0,0,3,0,0,0,0,0"
