programCode,AcademicYear,UserUID,FormTitle,examID,CourseCode,CourseName,BriefDescription,Semester,CourseOutcomeID,CourseOutcome,Threshold,Target,scoreAwarded,TotalPoints,DifficultyLevel,TaxonomyID,percentage,OBE_attainment,attainment,Exam_type,Mapping
EEE,2016-2017,9,EEE391_Continuous Evaluation_B.Tech_EEE_S5B 2016-2017,2c9fadbd7861a4a701786346e4a9182a,EEE391,Electrical Machines Lab II,,5,2c9fadbd7861a4a701786344164317c7,Analyze the performance characteristics of synchronous and asynchronous machines.,35,60,1.05,20,2,2,0.0525,0,0,3,"3,3,0,0,0,0,0,1,3,0,0,0,0,0,0"
EEE,2016-2017,9,EEE391_End Semester_B.Tech_EEE_S5B 2016-2017,2c9fadbd7861a4a701786346f1e71970,EEE391,Electrical Machines Lab II,,5,2c9fadbd7861a4a701786344164317c7,Analyze the performance characteristics of synchronous and asynchronous machines.,35,60,4.75,5,2,2,0.95,2,1,4,"3,3,0,0,0,0,0,1,3,0,0,0,0,0,0"
EEE,2016-2017,9,EEE391_Continuous Evaluation_B.Tech_EEE_S5B 2016-2017,2c9fadbd7861a4a701786346e4a9182a,EEE391,Electrical Machines Lab II,,5,2c9fadbd7861a4a70178634444a617cb,Implement speed control of asynchronous motors.,35,60,16.2,20,2,2,0.81,2,1,3,"3,2,0,0,0,0,0,1,3,0,0,0,0,0,0"
EEE,2016-2017,9,EEE391_End Semester_B.Tech_EEE_S5B 2016-2017,2c9fadbd7861a4a701786346f1e71970,EEE391,Electrical Machines Lab II,,5,2c9fadbd7861a4a70178634444a617cb,Implement speed control of asynchronous motors.,35,60,3.6,5,2,2,0.72,2,1,4,"3,2,0,0,0,0,0,1,3,0,0,0,0,0,0"
EEE,2016-2017,9,EEE391_Continuous Evaluation_B.Tech_EEE_S5B 2016-2017,2c9fadbd7861a4a701786346e4a9182a,EEE391,Electrical Machines Lab II,,5,2c9fadbd7861a4a7017863446a4717cf,Demonstrate the connection of synchronous and asynchronous machines to infinite bus bar.,35,60,2.35,20,2,2,0.1175,0,0,3,"3,3,0,0,0,0,0,1,3,0,0,0,0,0,0"
EEE,2016-2017,9,EEE391_End Semester_B.Tech_EEE_S5B 2016-2017,2c9fadbd7861a4a701786346f1e71970,EEE391,Electrical Machines Lab II,,5,2c9fadbd7861a4a7017863446a4717cf,Demonstrate the connection of synchronous and asynchronous machines to infinite bus bar.,35,60,3.65,5,2,2,0.73,2,1,4,"3,3,0,0,0,0,0,1,3,0,0,0,0,0,0"
EEE,2017-2018,9,EEE492_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd785757610178588e8a6500e5,EEE492,Power Electronics Lab.,,7,2c9fadbd7852319501785442c5581167,Verify the static and switching characteristics of power semiconductor device through simulation and experiments,50,60,10.25,20,2,2,0.5125,1,1,3,"3,0,0,0,2,0,0,1,2,0,0,0,3,2,0"
EEE,2017-2018,9,EEE492_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd785757610178588e96a8018d,EEE492,Power Electronics Lab.,,7,2c9fadbd7852319501785442c5581167,Verify the static and switching characteristics of power semiconductor device through simulation and experiments,50,60,4.4,5,2,2,0.88,2,1,4,"3,0,0,0,2,0,0,1,2,0,0,0,3,2,0"
EEE,2017-2018,9,EEE492_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd785757610178588e8a6500e5,EEE492,Power Electronics Lab.,,7,2c9fadbd78523195017854430eca116b,Build power converter circuits with associated controls and validate the theoretical concepts under various operating modes.,50,60,10.25,20,2,2,0.5125,1,1,3,"3,3,3,0,2,0,0,1,2,0,0,0,2,2,1"
EEE,2017-2018,9,EEE492_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd785757610178588e96a8018d,EEE492,Power Electronics Lab.,,7,2c9fadbd78523195017854430eca116b,Build power converter circuits with associated controls and validate the theoretical concepts under various operating modes.,50,60,1.1,5,2,2,0.22,0,0,4,"3,3,3,0,2,0,0,1,2,0,0,0,2,2,1"
EEE,2017-2018,9,EEE492_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd785757610178588e8a6500e5,EEE492,Power Electronics Lab.,,7,2c9fadbd78523195017854434287116f,Analyze power electronic circuit behaviour under different circuit conditions,50,60,10.25,20,2,2,0.5125,1,1,3,"3,3,3,2,2,0,0,1,2,0,0,0,2,2,0"
EEE,2017-2018,9,EEE492_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd785757610178588e96a8018d,EEE492,Power Electronics Lab.,,7,2c9fadbd78523195017854434287116f,Analyze power electronic circuit behaviour under different circuit conditions,50,60,3.6,5,2,2,0.72,2,1,4,"3,3,3,2,2,0,0,1,2,0,0,0,2,2,0"
EEE,2017-2018,9,EEE492_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd785757610178588e8a6500e5,EEE492,Power Electronics Lab.,,7,2c9fadbd78523195017854437b7d1173,Interpret experimental results with theoretical concepts of various power electronic converters.,50,60,10.25,20,2,2,0.5125,1,1,3,"3,3,2,1,2,0,0,1,0,0,0,0,2,2,0"
EEE,2017-2018,9,EEE492_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd785757610178588e96a8018d,EEE492,Power Electronics Lab.,,7,2c9fadbd78523195017854437b7d1173,Interpret experimental results with theoretical concepts of various power electronic converters.,50,60,1.9,5,2,2,0.38,0,0,4,"3,3,2,1,2,0,0,1,0,0,0,0,2,2,0"
EEE,2017-2018,9,EEE499_Continuous Evaluation_B.Tech_EEE_S8B 2017-2018,2c9fadbd78575761017858b1607703e5,EEE499,Project,,8,2c9fadbd78575761017858af742b03c6,Create a set up through proper design and investigate the system using the engineering knowledge acquired.,35,60,10,16,2,2,0.625,2,1,3,"3,3,3,3,0,0,0,0,0,0,0,0,3,3,0"
EEE,2017-2018,9,EEE499_End Semester_B.Tech_EEE_S8B 2017-2018,2c9fadbd78575761017858b16d8804a1,EEE499,Project,,8,2c9fadbd78575761017858af742b03c6,Create a set up through proper design and investigate the system using the engineering knowledge acquired.,35,60,3,4,2,2,0.75,2,1,4,"3,3,3,3,0,0,0,0,0,0,0,0,3,3,0"
EEE,2017-2018,9,EEE499_Continuous Evaluation_B.Tech_EEE_S8B 2017-2018,2c9fadbd78575761017858b1607703e5,EEE499,Project,,8,2c9fadbd78575761017858af8df503ca,Estimate and manage the cost and time of the project.,35,60,10,16,2,2,0.625,2,1,3,"0,0,0,0,0,0,0,0,0,0,3,0,3,3,0"
EEE,2017-2018,9,EEE499_End Semester_B.Tech_EEE_S8B 2017-2018,2c9fadbd78575761017858b16d8804a1,EEE499,Project,,8,2c9fadbd78575761017858af8df503ca,Estimate and manage the cost and time of the project.,35,60,2.2,4,2,2,0.55,1,1,4,"0,0,0,0,0,0,0,0,0,0,3,0,3,3,0"
EEE,2017-2018,9,EEE499_Continuous Evaluation_B.Tech_EEE_S8B 2017-2018,2c9fadbd78575761017858b1607703e5,EEE499,Project,,8,2c9fadbd78575761017858afb59703ce,Present the project with clarity and ethics in both oral and written mode.,35,60,10,16,2,2,0.625,2,1,3,"0,0,0,0,0,0,0,3,3,3,0,3,3,3,0"
EEE,2017-2018,9,EEE499_End Semester_B.Tech_EEE_S8B 2017-2018,2c9fadbd78575761017858b16d8804a1,EEE499,Project,,8,2c9fadbd78575761017858afb59703ce,Present the project with clarity and ethics in both oral and written mode.,35,60,1.8,4,2,2,0.45,1,1,4,"0,0,0,0,0,0,0,3,3,3,0,3,3,3,0"
EEE,2017-2018,9,EEE499_Continuous Evaluation_B.Tech_EEE_S8B 2017-2018,2c9fadbd78575761017858b1607703e5,EEE499,Project,,8,2c9fadbd78575761017858aff1bd03d2,Develop a team and effectively participate in the team to execute the project.,35,60,10,16,2,2,0.625,2,1,3,"0,0,0,0,0,0,0,3,3,0,0,0,3,3,0"
EEE,2017-2018,9,EEE499_End Semester_B.Tech_EEE_S8B 2017-2018,2c9fadbd78575761017858b16d8804a1,EEE499,Project,,8,2c9fadbd78575761017858aff1bd03d2,Develop a team and effectively participate in the team to execute the project.,35,60,3.4,4,2,2,0.85,2,1,4,"0,0,0,0,0,0,0,3,3,0,0,0,3,3,0"
EEE,2017-2018,9,EEE499_Continuous Evaluation_B.Tech_EEE_S8B 2017-2018,2c9fadbd78575761017858b1607703e5,EEE499,Project,,8,2c9fadbd78575761017858b02bf503d6,"Support the environmental , social and engineering discipline through the project.",35,60,10,16,2,2,0.625,2,1,3,"0,0,0,0,3,3,3,3,3,0,0,3,3,3,0"
EEE,2017-2018,9,EEE499_End Semester_B.Tech_EEE_S8B 2017-2018,2c9fadbd78575761017858b16d8804a1,EEE499,Project,,8,2c9fadbd78575761017858b02bf503d6,"Support the environmental , social and engineering discipline through the project.",35,60,2.6,4,2,2,0.65,2,1,4,"0,0,0,0,3,3,3,3,3,0,0,3,3,3,0"
EEE,2017-2018,9,EEE441_Periodical Exam I_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323be5108fe,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a7017863212aaf0709,Understand the steady state and transient characteristics of an electric drive system.,40,50,3.2,10,2,2,0.32,0,0,1,"3,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323d8320a57,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a7017863212aaf0709,Understand the steady state and transient characteristics of an electric drive system.,40,50,2.6,4,2,2,0.65,2,1,3,"3,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323e6b70b10,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a7017863212aaf0709,Understand the steady state and transient characteristics of an electric drive system.,40,50,8.8,20,2,2,0.44,1,1,4,"3,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_Periodical Exam I_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323be5108fe,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a7017863217634070d,Analyze the performance of motors used in electric drives.,40,50,12.8,40,2,2,0.32,0,0,1,"3,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_Periodical Exam II_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323cb1d09b2,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a7017863217634070d,Analyze the performance of motors used in electric drives.,40,50,9.6,20,2,2,0.48,1,1,2,"3,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323d8320a57,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a7017863217634070d,Analyze the performance of motors used in electric drives.,40,50,2.6,4,2,2,0.65,2,1,3,"3,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323e6b70b10,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a7017863217634070d,Analyze the performance of motors used in electric drives.,40,50,1,20,2,2,0.05,0,0,4,"3,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_Periodical Exam II_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323cb1d09b2,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a701786321b80a0711,Select a suitable motor for a specific drive application.,40,50,9.6,20,2,2,0.48,1,1,2,"3,3,3,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323d8320a57,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a701786321b80a0711,Select a suitable motor for a specific drive application.,40,50,2.6,4,2,2,0.65,2,1,3,"3,3,3,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323e6b70b10,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a701786321b80a0711,Select a suitable motor for a specific drive application.,40,50,7.6,20,2,2,0.38,0,0,4,"3,3,3,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_Periodical Exam II_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323cb1d09b2,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a701786321fd380783,Illustrate suitable control techniques for DC and AC electric drives.,40,50,4.8,10,2,2,0.48,1,1,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323d8320a57,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a701786321fd380783,Illustrate suitable control techniques for DC and AC electric drives.,40,50,2.6,4,2,2,0.65,2,1,3,"3,3,2,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323e6b70b10,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a701786321fd380783,Illustrate suitable control techniques for DC and AC electric drives.,40,50,2.2,20,2,2,0.11,0,0,4,"3,3,2,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE441_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323d8320a57,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a7017863223eba08ea,Discuss the control of special electric machines.,40,50,2.6,4,2,2,0.65,2,1,3,"3,2,0,0,0,0,0,0,0,0,0,0,1,1,0"
EEE,2017-2018,9,EEE441_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a701786323e6b70b10,EEE441,Electrical Drives and Control,,7,2c9fadbd7861a4a7017863223eba08ea,Discuss the control of special electric machines.,40,50,4.9,20,2,2,0.245,0,0,4,"3,2,0,0,0,0,0,0,0,0,0,0,1,1,0"
EEE,2017-2018,9,EEE491_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a70178632cd0d70cc0,EEE491,Power System Simulation Lab.,,7,2c9fadbd78575761017859b7ae23069a,Analyse and improve the performance characteristic of transmission lines through compensation.,40,50,65.7,96,2,2,0.684375,2,1,3,"3,3,2,1,0,0,0,1,2,0,0,0,1,2,0"
EEE,2017-2018,9,EEE491_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a70178632cdc9e0d64,EEE491,Power System Simulation Lab.,,7,2c9fadbd78575761017859b7ae23069a,Analyse and improve the performance characteristic of transmission lines through compensation.,40,50,10.7,24,2,2,0.445833333,1,1,4,"3,3,2,1,0,0,0,1,2,0,0,0,1,2,0"
EEE,2017-2018,9,EEE491_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a70178632cd0d70cc0,EEE491,Power System Simulation Lab.,,7,2c9fadbd7861a4a70178632fccb90df5,Control the power flow in transmission line through active and passive series compensation.,35,60,6.12,16,2,2,0.3825,0,1,3,"3,3,2,1,0,0,0,1,2,0,0,0,1,2,0"
EEE,2017-2018,9,EEE491_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a70178632cdc9e0d64,EEE491,Power System Simulation Lab.,,7,2c9fadbd7861a4a70178632fccb90df5,Control the power flow in transmission line through active and passive series compensation.,35,60,3.3,4,2,2,0.825,2,1,4,"3,3,2,1,0,0,0,1,2,0,0,0,1,2,0"
EEE,2017-2018,9,EEE491_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a70178632cd0d70cc0,EEE491,Power System Simulation Lab.,,7,2c9fadbd7861a4a70178632ff5fd0df9,Enhance the stability of power system using AVR and reactance control.,35,60,16,16,2,2,1,2,1,3,"3,3,2,1,0,0,0,1,2,0,0,0,1,2,0"
EEE,2017-2018,9,EEE491_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a70178632cdc9e0d64,EEE491,Power System Simulation Lab.,,7,2c9fadbd7861a4a70178632ff5fd0df9,Enhance the stability of power system using AVR and reactance control.,35,60,3.1,4,2,2,0.775,2,1,4,"3,3,2,1,0,0,0,1,2,0,0,0,1,2,0"
EEE,2017-2018,9,EEE491_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a70178632cd0d70cc0,EEE491,Power System Simulation Lab.,,7,2c9fadbd7861a4a7017863301bb10dfd,Perform load flow/short circuit analysis on a power system using ETAP/PSCAD.,35,60,4.52,16,2,2,0.2825,0,0,3,"3,3,2,1,3,0,0,1,2,0,0,0,1,2,0"
EEE,2017-2018,9,EEE491_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a70178632cdc9e0d64,EEE491,Power System Simulation Lab.,,7,2c9fadbd7861a4a7017863301bb10dfd,Perform load flow/short circuit analysis on a power system using ETAP/PSCAD.,35,60,0.9,4,2,2,0.225,0,0,4,"3,3,2,1,3,0,0,1,2,0,0,0,1,2,0"
EEE,2017-2018,9,EEE491_Continuous Evaluation_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a70178632cd0d70cc0,EEE491,Power System Simulation Lab.,,7,2c9fadbd7861a4a70178633050810fbb,Analyse load frequency control and transient stability using MATLAB � Simulink.,35,60,10.26,16,2,2,0.64125,2,1,3,"3,3,2,1,3,0,0,1,2,0,0,0,1,2,0"
EEE,2017-2018,9,EEE491_End Semester_B.Tech_EEE_S7B 2017-2018,2c9fadbd7861a4a70178632cdc9e0d64,EEE491,Power System Simulation Lab.,,7,2c9fadbd7861a4a70178633050810fbb,Analyse load frequency control and transient stability using MATLAB � Simulink.,35,60,2,4,2,2,0.5,1,1,4,"3,3,2,1,3,0,0,1,2,0,0,0,1,2,0"
EEE,2017-2018,9,EEE463_Periodical Exam I_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337ee7114bf,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd78575761017859b6fe790696,Understand the behaviour of different processes and parameters in process control.,35,60,12,25,2,2,0.48,1,1,1,"3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE463_Continuous Evaluation_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337f8de151a,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd78575761017859b6fe790696,Understand the behaviour of different processes and parameters in process control.,35,60,3.4,4,2,2,0.85,2,1,3,"3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE463_End Semester_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337fe611540,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd78575761017859b6fe790696,Understand the behaviour of different processes and parameters in process control.,35,60,35.7,120,2,2,0.2975,0,0,4,"3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE463_Periodical Exam I_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337ee7114bf,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a70178633943b21562,Identify the required instrumentation in process control.,35,60,12,25,2,2,0.48,1,1,1,"3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE463_Periodical Exam II_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337f39414f4,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a70178633943b21562,Identify the required instrumentation in process control.,35,60,3,10,2,2,0.3,0,0,2,"3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE463_Continuous Evaluation_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337f8de151a,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a70178633943b21562,Identify the required instrumentation in process control.,35,60,3.4,4,2,2,0.85,2,1,3,"3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE463_End Semester_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337fe611540,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a70178633943b21562,Identify the required instrumentation in process control.,35,60,8.4,20,2,2,0.42,1,1,4,"3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
EEE,2017-2018,9,EEE463_Periodical Exam II_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337f39414f4,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a70178633979311567,"Develop dynamic model of gas, thermal and liquid systems.",35,60,7.5,25,2,2,0.3,0,0,2,"3,3,3,0,1,0,0,0,0,0,0,0,1,2,0"
EEE,2017-2018,9,EEE463_Continuous Evaluation_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337f8de151a,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a70178633979311567,"Develop dynamic model of gas, thermal and liquid systems.",35,60,3.4,4,2,2,0.85,2,1,3,"3,3,3,0,1,0,0,0,0,0,0,0,1,2,0"
EEE,2017-2018,9,EEE463_End Semester_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337fe611540,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a70178633979311567,"Develop dynamic model of gas, thermal and liquid systems.",35,60,1.1,20,2,2,0.055,0,0,4,"3,3,3,0,1,0,0,0,0,0,0,0,1,2,0"
EEE,2017-2018,9,EEE463_Periodical Exam II_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337f39414f4,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a701786339aae5156c,"Design of process controllers using proportional, integral and derivative components.",35,60,4.5,15,2,2,0.3,0,0,2,"3,3,3,0,1,0,0,0,0,0,0,0,2,2,0"
EEE,2017-2018,9,EEE463_Continuous Evaluation_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337f8de151a,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a701786339aae5156c,"Design of process controllers using proportional, integral and derivative components.",35,60,3.4,4,2,2,0.85,2,1,3,"3,3,3,0,1,0,0,0,0,0,0,0,2,2,0"
EEE,2017-2018,9,EEE463_End Semester_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337fe611540,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a701786339aae5156c,"Design of process controllers using proportional, integral and derivative components.",35,60,11.5,20,2,2,0.575,1,1,4,"3,3,3,0,1,0,0,0,0,0,0,0,2,2,0"
EEE,2017-2018,9,EEE463_Continuous Evaluation_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337f8de151a,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a701786339de9b1570,Apply digital computer system in process control.,35,60,3.4,4,2,2,0.85,2,1,3,"3,2,3,0,2,0,0,0,0,0,0,0,2,2,0"
EEE,2017-2018,9,EEE463_End Semester_B.Tech_EEE_S8A 2017-2018,2c9fadbd7861a4a701786337fe611540,EEE463,PROCESS CONTROL AND INSTRUMENTATION,,8,2c9fadbd7861a4a701786339de9b1570,Apply digital computer system in process control.,35,60,6.3,20,2,2,0.315,0,0,4,"3,2,3,0,2,0,0,0,0,0,0,0,2,2,0"
EEE,2016-2017,10,EEE394_Continuous Evaluation_B.Tech_EEE_S6B 2016-2017,2c9fadbd785c7db501785cde73160279,EEE394,Microprocessor and Microcontroller Lab,,6,2c9fadbd7857576101785935b2e9060c,Familiarize simulation tools like MPLAB IDE and Proteus for 8085/ PIC16F877.,50,60,18,26.67,2,2,0.674915636,2,1,3,"3,0,0,0,3,0,0,1,0,0,0,0,0,0,0"
EEE,2016-2017,10,EEE394_End Semester_B.Tech_EEE_S6B 2016-2017,2c9fadbd785c7db501785cde806f033e,EEE394,Microprocessor and Microcontroller Lab,,6,2c9fadbd7857576101785935b2e9060c,Familiarize simulation tools like MPLAB IDE and Proteus for 8085/ PIC16F877.,50,60,2.4,6.67,2,2,0.35982009,0,0,4,"3,0,0,0,3,0,0,1,0,0,0,0,0,0,0"
EEE,2016-2017,10,EEE394_Continuous Evaluation_B.Tech_EEE_S6B 2016-2017,2c9fadbd785c7db501785cde73160279,EEE394,Microprocessor and Microcontroller Lab,,6,2c9fadbd7857576101785935e4bd0610,Develop codes for configuring peripherals of PIC16F877.,50,60,18,26.67,2,2,0.674915636,2,1,3,"3,2,0,0,2,0,0,1,0,0,0,0,0,0,0"
EEE,2016-2017,10,EEE394_End Semester_B.Tech_EEE_S6B 2016-2017,2c9fadbd785c7db501785cde806f033e,EEE394,Microprocessor and Microcontroller Lab,,6,2c9fadbd7857576101785935e4bd0610,Develop codes for configuring peripherals of PIC16F877.,50,60,5.6,6.67,2,2,0.83958021,2,1,4,"3,2,0,0,2,0,0,1,0,0,0,0,0,0,0"
EEE,2016-2017,10,EEE394_Continuous Evaluation_B.Tech_EEE_S6B 2016-2017,2c9fadbd785c7db501785cde73160279,EEE394,Microprocessor and Microcontroller Lab,,6,2c9fadbd78575761017859360d2b0614,Implement a real time application using PIC16F877.,50,60,18,26.67,2,2,0.674915636,2,1,3,"3,3,3,0,3,0,0,1,2,0,0,0,1,2,0"
EEE,2016-2017,10,EEE394_End Semester_B.Tech_EEE_S6B 2016-2017,2c9fadbd785c7db501785cde806f033e,EEE394,Microprocessor and Microcontroller Lab,,6,2c9fadbd78575761017859360d2b0614,Implement a real time application using PIC16F877.,50,60,4,6.67,2,2,0.59970015,1,1,4,"3,3,3,0,3,0,0,1,2,0,0,0,1,2,0"
EEE,2016-2017,10,EEE391_Continuous Evaluation_B.Tech_EEE_S5B 2016-2017,2c9fadbd7861a4a701786346e4a9182a,EEE391,Electrical Machines Lab II,,5,2c9fadbd7861a4a701786343e83b17c3,Construct the equivalent circuit of induction motors and predetermine the characteristics.,35,60,8,20,2,2,0.4,1,1,3,"3,3,0,0,0,0,0,1,3,0,0,0,0,0,0"
EEE,2016-2017,10,EEE391_End Semester_B.Tech_EEE_S5B 2016-2017,2c9fadbd7861a4a701786346f1e71970,EEE391,Electrical Machines Lab II,,5,2c9fadbd7861a4a701786343e83b17c3,Construct the equivalent circuit of induction motors and predetermine the characteristics.,35,60,5,5,2,2,1,2,1,4,"3,3,0,0,0,0,0,1,3,0,0,0,0,0,0"
EEE,2016-2017,10,EEE391_Continuous Evaluation_B.Tech_EEE_S5B 2016-2017,2c9fadbd7861a4a701786346e4a9182a,EEE391,Electrical Machines Lab II,,5,2c9fadbd7861a4a701786344164317c7,Analyze the performance characteristics of synchronous and asynchronous machines.,35,60,13.35,20,2,2,0.6675,2,1,3,"3,3,0,0,0,0,0,1,3,0,0,0,0,0,0"
EEE,2016-2017,10,EEE391_End Semester_B.Tech_EEE_S5B 2016-2017,2c9fadbd7861a4a701786346f1e71970,EEE391,Electrical Machines Lab II,,5,2c9fadbd7861a4a701786344164317c7,Analyze the performance characteristics of synchronous and asynchronous machines.,35,60,4.75,5,2,2,0.95,2,1,4,"3,3,0,0,0,0,0,1,3,0,0,0,0,0,0"
